unit,sex,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
NR,T,Y70-74,ES	2055842 	1975726 	1949029 	1809959 	1713640 	1710595 	1768965 	1738574 	1849428 	1931743 	1970606 	1953117 	1952887 	1933356 	1900278 	1848744 	1819852 	1772621 	1743526 	1705970 	1690329 	1648981 	1607984 	1532901 	1466114 	1386550 	1324304 	1277870 	1275383 	1267651 	1274374 	1275842 	1278561 	1264557 	1254273 	1231891 	1211261 	1181279 	1154986 	1130255 	1109645 	1080067 	1066188 	1016462 	974595 	925982 	912789 	879497 	888276 	864861 	840379 	817205 	795660 	774918 	755486 	737117 	: 	733196 
NR,T,Y70-74,EU27	22497146 bp	21791417 ep	22097450 be	22071483 e	22028527 	22133994 	22139072 b	21875496 	21611073 	21225772 	21004676 	20801777 	20732472 	20597715 	20648439 	20512298 	20432725 	20160552 	19996439 	19779431 	19705512 	19634222 	19544816 	18765088 	17368819 	15839737 	14458089 	13463030 	: 	: 	: 	: 	18041617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,EU28	22678738 bp	21972474 ep	22290449 be	22273199 e	22235272 	22343142 	22352985 b	22091499 	21829174 	21445909 	21225316 	21022297 	20954050 	20816582 	20863414 	20720523 	20634667 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,FI	274915 	261165 	238873 	235915 	233799 	239251 	223495 	225043 	217574 	209415 	205928 	205764 	206336 	208415 	212476 	212474 	211265 	208620 	205111 	202451 	199273 	196407 	193957 	183669 	177469 	173336 	167296 	161743 	168554 	169502 	172367 	176323 	179077 	179773 	179800 	177266 	173942 	168901 	163582 	157916 	151465 	146285 	142136 	137329 	134349 	129587 	124708 	121140 	116118 	110133 	107108 	104832 	100989 	98543 	98549 	98144 	95949 	94832 
NR,T,Y70-74,FR	2791118 p	2522719 p	2447971 b	2403079 	2371924 	2372182 	2431414 	2464729 	2483536 	2497334 	2536138 	2559119 	2586613 	2574405 	2575071 	2545236 	2521732 	2488846 	2472100 	2461213 	2458715 	2468353 	2484162 	2320871 	2114049 	1870970 	1591280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,FX	: 	: 	: 	: 	2318433 	2320263 	2379320 	2414375 	2433596 	2448473 	2489352 	2514266 	2543882 	2533536 	2535570 	2506209 	2483332 	2451474 	2435270 	2425489 	2424295 	2435215 	2452039 	2290442 	2085182 	1843359 	1564714 	1323733 	1425108 	1574821 	1765580 	1953984 	2103209 	2102667 	2099353 	2079207 	2086655 	2073399 	2056784 	2037118 	2035531 	2030123 	2005219 	1975211 	1935714 	1884027 	1834984 	1774027 	1728454 	1690772 	1636981 	1586995 	1567783 	1548126 	1529379 	1511346 	1494873 	1498022 
NR,T,Y70-74,GE	99700 	104000 	126700 	153113 	: 	202438 	206757 	200486 	191595 	179929 	172454 	163161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,HR	181592 	181057 	192999 	201716 	206745 	209148 	213913 	216003 	218101 	220137 	220640 	220520 	221578 	218867 	214975 	208225 	201942 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,HU	457173 	457200 	461150 	446177 	438033 	425318 	417170 	409179 	408390 	409800 	414849 	419101 	428090 	431468 	434853 	433520 	436544 	433927 	431424 	432373 	438769 	441233 	438955 	435022 	392728 	346882 	300293 	267782 	274860 	318095 	366380 	411385 	442457 	443373 	442104 	433831 	428192 	416237 	400432 	392526 	388165 	383491 	386355 	383557 	378337 	369134 	362208 	349451 	337256 	326432 	313848 	299375 	285203 	276174 	268238 	263656 	261729 	263557 
NR,T,Y70-74,IE	167212 	157500 	149225 	142932 	137408 	132476 	129521 	126904 	123802 	121078 	118962 	117638 	116954 	115239 	113392 	112061 	111718 	111264 	111260 	112011 	112770 	112737 	113455 	113768 	112586 	110057 	108968 	107769 	107577 	108537 	111098 	111800 	109768 	108000 	106800 	105400 	102500 	100009 	98300 	98700 	98900 	99000 	99000 	98900 	98900 	98900 	98400 	96500 	94600 	93000 	91300 	90200 	90900 	91500 	92000 	92300 	92800 	92700 
NR,T,Y70-74,IS	11774 	11151 	10378 	9781 	9234 	8768 	8605 	8578 	8583 	8671 	8740 	8809 	8987 	9014 	9038 	8942 	8812 	8433 	8233 	8125 	7959 	7875 	7819 	7637 	7446 	7264 	6944 	6695 	6644 	6512 	6408 	6359 	6248 	6175 	6068 	5905 	5824 	5778 	5707 	5640 	5579 	5398 	5286 	5106 	5002 	4977 	5027 	4989 	4955 	4977 	4964 	4950 	4666 	4569 	4321 	4005 	3745 	3702 
NR,T,Y70-74,IT	2977579 	2856226 	2962274 	3044129 	3067340 	3079669 	3084623 	3019304 	2948313 	2880752 	2847805 	2851178 	2861529 	2837962 	2822048 	2808909 	2779809 	2723917 	2711823 	2704810 	2688769 	2673466 	2660427 	2478169 	2215609 	1967150 	1786388 	1691772 	1809581 	2021980 	2226498 	2331212 	2347338 	2318219 	2279717 	2200633 	2154325 	2084205 	2030620 	1952873 	1921312 	1881861 	1860748 	1806866 	1767325 	1708894 	1644800 	1563500 	1531100 	1510000 	1478500 	1451600 	1433600 	1426000 	1410600 	1397900 	1362000 	1355000 
NR,T,Y70-74,LI	1743 	1667 	1665 	1544 	1434 	1333 	1244 	1122 	1061 	1047 	978 	929 	896 	871 	836 	844 	873 	867 	865 	866 	901 	913 	984 	893 	851 	761 	688 	644 	645 	648 	686 	716 	738 	725 	723 	680 	682 	650 	617 	623 	608 	564 	555 	527 	500 	: 	456 	: 	448 	437 	429 	403 	390 	385 	405 	400 	374 	355 
NR,T,Y70-74,LT	124160 	130006 	133056 	139514 	143151 	143537 	145215 	146423 	146043 	145655 	146817 	145801 	146912 	148129 	148286 	146335 	142366 	140810 	138873 	133863 	129600 	125144 	119473 	112109 	101435 	90862 	83567 	78287 	79378 	84388 	91969 	96644 	101753 	102798 	108003 	110980 	114854 	117068 	119188 	113256 	108870 	104446 	102996 	99137 	95654 	91665 	87580 	84268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,LU	19527 b	18604 	18421 	18303 	17915 	17625 	17529 	17338 	16971 	16708 	16689 	16856 	17248 	17533 	17723 	17855 	17420 	17144 	16356 	15802 	15124 	14628 	14461 	14014 	13007 	12428 	11764 	11394 	11944 	12740 	13632 	14271 	14551 	14539 	14648 	14605 	14612 	14530 	14318 	13962 	13709 	13680 	13531 	13400 	13172 	12748 	12318 	12074 	: 	: 	11003 	: 	10843 	: 	: 	: 	9525 	9469 
NR,T,Y70-74,LV	86241 	91871 	98023 	103689 	108169 	110462 	109320 	107557 	103323 	99993 	98198 	97886 	99789 	102604 	105562 	106502 	106812 	105819 	103481 	101095 	96796 	92739 	87796 	83108 	77171 	70748 	68424 	66908 	69387 	72929 	80453 	86670 	91568 	91744 	92568 	92184 	93043 	93473 	94918 	94130 	93612 	91431 	89752 	85984 	82762 	79009 	76026 	73868 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,MD	89502 	: 	93949 	97036 	100563 	100566 	101180 	102431 	102908 	100880 	101582 	98769 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,ME	19088 	19191 	21259 	22770 	24160 	24750 	25197 	24727 	24392 	23613 	23185 	22517 	22140 	21407 	21373 	21299 	21190 	21113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,MK	69791 	69507 	70302 	70067 	69171 	67748 	69323 	69033 	69731 	71067 	71277 	69210 	68233 	65180 	62354 	60902 	60082 	56896 	56313 	55410 	54381 	51842 	51393 	48255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,MT	23154 	20376 	18093 	15920 	15331 	16058 	16612 	16602 	16109 	15730 	15382 	14907 	14131 	13818 	13327 	12997 	12782 	12325 	12477 	12447 	12306 	12210 	12187 	11615 	11017 	10300 	9457 b	8595 	8385 	8576 	8872 	9285 	7603 	7714 	: 	8003 	7900 	8307 	8553 	8656 	8206 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,NL	807859 	729512 	715743 	688947 	667580 	649753 	637518 	618558 	603510 	589035 	584965 	579264 	577992 	573641 	571857 	563712 	558536 	550371 	548974 	549323 	550935 	552637 	555698 	540946 	520420 	504726 	488044 	467959 	470935 	476062 	477037 	472588 	470715 	464575 	458070 	451127 	448261 	443627 	436522 	429287 	422488 	416221 	405878 	394687 	385700 	376331 	369550 	364152 	358349 	352888 	343329 	334918 	326232 	317575 	309205 	303653 	295904 	290158 
NR,T,Y70-74,NO	232059 	210874 	196866 	183517 	174404 	167124 	163776 	157734 	152606 	148930 	148826 	149786 	152945 	155689 	159094 	160438 	163410 	165464 	169785 	174723 	179974 	183876 	190850 	189678 	188937 	188187 	185032 	178574 	179017 	177544 	175907 	175236 	174375 	173352 	170971 	167509 	164654 	161411 	158055 	155948 	154280 	152599 	151263 	149215 	147375 	144659 	142431 	139878 	137333 	134113 	130202 	125508 	121414 	117415 	113891 	111673 	108706 	105824 
NR,T,Y70-74,PL	1296343 	1205175 	1225948 	1249824 	1283485 	1325702 	1353813 	1367885 	1375706 	1377657 	1388098 	1394241 	1412374 	1421430 	1429916 	1407762 	1379636 	1351597 	1335217 	1306750 	1294413 	1249762 	1191769 	1129060 	1019234 	908744 	842199 	781257 	: 	: 	: 	: 	1113337 	: 	: 	: 	: 	1078658 	: 	: 	: 	: 	958362 	: 	: 	: 	: 	750100 	: 	: 	: 	: 	570600 	: 	: 	: 	: 	501300 
NR,T,Y70-74,PT	510244 	498638 	485196 	480062 	479637 	483250 	492639 	497868 	495825 	494634 	495881 	490409 	484354 	476426 	469101 	456817 	449628 	441721 	439683 	433589 	428223 	418548 	411752 	394467 	374673 	360586 	348356 	333354 	333553 	341648 	346430 	349673 	354376 	351351 	346354 	340238 	331918 	314080 	304190 	297320 	289990 	282430 	270390 	240300 	240860 	230890 	235170 	210620 	216610 	213950 	216600 	211610 	215970 	208690 	210520 	204560 	206298 	195580 
NR,T,Y70-74,RO	772964 	758360 	790417 e	812904 e	855967 	895071 	908417 	914559 	921094 	901615 	893494 	898568 	882839 	889327 	895499 	890832 	900382 	883703 	879600 	860903 	847813 	829972 	792491 	750485 	653560 	558656 	502551 	475403 	477713 	566104 	660428 	709732 	742435 	740328 	729324 	709648 	692659 	673979 	665797 	653898 	639292 	620380 	604085 	581764 	553299 	529057 	510091 	482667 	462422 	457274 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,RS	294987 	291488 	312039 	325536 	339248 	352344 	362135 	355289 	366356 	375376 	383460 	388116 	394725 	393853 	392173 	386413 	380832 	369672 	361085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,RU	: 	: 	: 	4677550 	: 	: 	6457044 	6169297 	5718023 	5198439 	4831582 	4702560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,SE	539911 	511169 	479257 	448830 	422593 	401432 	389615 	378574 	365112 	353834 	348794 	346015 	348193 	350397 	356511 	358429 	362075 	365974 	373188 	379324 	387594 	399390 	413340 	411310 	407741 	404556 	394114 	377816 	380603 	384357 	387358 	389642 	392419 	392527 	390576 	386479 	382502 	375904 	366975 	358086 	351160 	345312 	339961 	332219 	326443 	318276 	309949 	301996 	296450 	289935 	282849 	277069 	270024 	263627 	258662 	256114 	251788 	249465 
NR,T,Y70-74,SI	86507 	85622 	90267 	91404 	89870 	87976 	87474 	86368 	85601 	85424 	85833 	85258 	86000 	85292 	84648 	83163 	81154 	78393 	76367 	74692 	72489 	70680 	67588 	63804 	56432 	48907 	42178 	38979 	40923 	47242 	54827 	60722 	65134 	65683 	65487 	64179 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,SK	196756 	192764 	191317 	185744 	181667 	176699 	171389 	167385 	165383 	165451 	168087 	171197 	173322 	175273 	176360 	174766 	176081 	174871 	174666 	177306 	179638 	181378 	179022 	174662 	153438 	131885 	110652 	100052 	99247 	116428 	134213 	150251 	160299 	160555 	160906 	158742 	157005 	154418 	148997 	144400 	142018 	140235 	140532 	137569 	134155 	129759 	126137 	120617 	115988 	111347 	104541 	98278 	91692 	86972 	83946 	82518 	80201 	77668 
NR,T,Y70-74,SM	: 	: 	: 	: 	1348 	1352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,TR	1680492 	1626184 	1557235 	1507728 	1500126 	1451368 	1420784 	1323668 	1274681 	1373077 	1286000 	1287000 	1283000 	1251000 	1214000 	1171000 	1141000 b	1046064 	1018087 	988573 	964058 	944047 	924554 	905544 	888544 	871047 	852051 	537040 	558215 	580522 	604041 	628854 	655045 	638768 	623752 	609915 	597175 	585458 	583750 	582857 	582762 	583451 	584910 	560514 	537569 	515971 	495622 	476434 	449703 	424784 	401543 	379854 	359608 	346884 	334864 	323500 	312751 	302580 
NR,T,Y70-74,UA	1299459 	1365984 	1567950 	1870856 	2153251 	2386638 	2424417 	2386099 	2214046 	1968083 	1754765 	1663368 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y70-74,UK	2979444 	2790150 e	2679492 e	2586334 	2507570 	2464490 	2459444 	2454442 	2421653 	2379291 	2347867 	2335319 	2333228 	2338402 	2344040 	2344075 	2341066 	2338529 	2344823 	2363038 	2395539 	2445666 	2515754 	2518034 	2427427 	2327300 	2231696 	2134227 	2134553 	2243153 	2337179 	2388710 	2405768 	2403930 	2399317 	2395662 	2387332 	2369273 	2342852 	2311212 	2277369 	2245225 	2210868 	2164250 	2107431 	2053242 	1995400 	1937600 	1896100 	1869600 	1845400 	1822800 	1800000 	1800000 	1800000 	1700000 	1700000 	1700000 
NR,T,Y70-74,XK	38601 	35821 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,AD	: 	: 	: 	: 	1664 	1760 	1760 	1994 	1986 	1997 	1995 	1916 	1879 	1853 	1759 	1736 	1666 	1605 	1523 	1440 	1281 	1165 	1095 	1100 	1045 	1026 	1011 	946 	847 	796 	746 	690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,AL	84156 	79449 	76138 	72439 	69082 	65835 	62093 	60292 	56983 	54779 	53622 	51764 	47187 	44920 	42166 	39752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,AM	85397 	88191 	88049 	: 	: 	: 	: 	74150 	78895 	80136 	78077 	78166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,AT	368181 	339353 	302378 	266641 	260463 	261787 	264395 	269721 	274153 	277306 	277851 	279401 	279609 	281000 	283855 	288943 	290074 	287803 	275376 	248911 	219811 	191781 	173306 	178278 	199976 	225515 	248145 	263936 	264274 	262565 	259129 	258892 	255654 	253487 	252430 	252003 	248851 	245304 	240369 	236072 	228390 	221663 	216037 	209725 	203926 	198431 	194350 	189460 	186731 	184082 	182652 	179109 	179781 	177026 	173896 	171062 	166680 	164256 
NR,T,Y75-79,AZ	141935 	150987 	149026 	146208 	136157 	131041 	119718 	116399 	121900 	123100 	111200 	112300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,BE	379378 	392664 	397254 	395867 	393422 	396646 	401594 	407579 	407196 	406356 	399520 	392695 	386106 	384354 	383993 	383180 	381965 	379364 	360816 	326716 	292509 	260143 	235853 	239853 	264224 	289819 	307659 	316394 	314377 	310423 	306667 	307770 	306447 	305330 	304096 	300380 	296115 	293866 	288737 	282539 	278175 	271797 	266207 	259412 	254868 	247558 	240432 	236769 	233714 	230042 	227371 	223055 	222179 	218912 	218503 	217777 	213632 	215308 
NR,T,Y75-79,BG	273709 	276237 	277738 	288002 	295148 	303625 	302760 	306376 	298596 	295038 	289363 	294044 	292713 	296138 	296127 	296769 	293032 	286809 	270799 	250565 	215759 	185531 	170549 	175389 	181297 	213913 	234934 	235134 	225401 	238892 	231565 	230513 	222184 	219137 	217008 	212359 	201612 	198440 	187469 	179741 	172317 	167562 	157278 	156187 	144785 	139620 	130823 	127853 	122717 	126470 	124800 	127877 	128164 	130400 	123562 	128471 	120802 	117484 
NR,T,Y75-79,BY	311219 	320328 	322627 	309685 	294555 	288718 	279327 	: 	301237 	320704 	318001 	325619 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,CH	281899 	273343 	269582 	265528 	261434 	259407 	256058 	253734 	250225 	247105 	242792 	240216 	236959 	234208 	232574 	231266 	229248 	227387 	220464 	212520 	204935 	195621 	187964 	190562 	194673 	199949 	203740 	208198 	206953 	206871 	204406 	202379 	199346 	195541 	190157 	186587 	183391 	178801 	174426 	169695 	163420 	157329 	151955 	146026 	141770 	137171 	132775 	128395 	124647 	121132 	117516 	114526 	113378 	110960 	109598 	108392 	106039 	104600 
NR,T,Y75-79,CY	26270 	25034 	23870 	22906 	22012 	21183 	20459 	19827 	19190 	18630 	18196 	17896 	17522 	17142 	16713 	16324 	15326 	14826 	14296 	14032 	13831 	13779 	13782 	13801 	13872 	13355 	12850 	12386 	12027 	11806 	11601 	11391 	11200 	10987 	10786 	10748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,CZ	340072 	323695 	308614 	303467 	301966 	307188 	313316 	320704 	324805 	327389 	325120 	322964 	319620 	319978 	322005 	324188 	324229 	320787 	304286 	268236 	231158 	196025 	175858 	181648 	213585 	246942 	278329 	300377 	302706 	301153 	298932 	297756 	291197 	284618 	279867 	276798 	270702 	274772 	268804 	261860 	252819 	245152 	234738 	227992 	221135 	212092 	206405 	200260 	194862 	190722 	187275 	181859 	179543 	176496 	172076 	170730 	166409 	171177 
NR,T,Y75-79,DE	4349557 	4269898 	4109305 	3897735 	3623049 	3396972 	3201609 b	3100616 	3001088 	3048922 	3063276 	3055125 	3007179 	2937795 	2857377 	2838177 	2847234 	2850469 	2767606 	2548463 	2276240 	1987733 	1785654 	1849688 	2110540 	2399745 	2645134 	2258343 	2257960 	2243668 	2212367 	2200797 	2173636 	2133842 	2088024 	2049047 	2010154 	1961390 	1898270 	1848706 	1772111 	1706983 	1648656 	1593193 	1540611 	1496853 	1452899 	1419086 	1394611 	1367711 	1341272 	1305740 	1281649 	1242645 	1209290 	1179384 	1143467 	1120896 
NR,T,Y75-79,DE_TOT	4349557 	4269898 	4109305 	3897735 	3623049 	3396972 	3201609 b	3100616 	3001088 	3048922 	3063276 	3055125 	3007179 	2937795 	2857377 	2838177 	2847234 	2850469 	2767606 	2548463 	2276240 	1987733 	1785654 	1849688 	2110540 	2399745 	2645134 	2790441 	2807046 	2802454 	2777950 	2780849 	2758716 	2719342 	2672115 	2635076 	2595411 	2546282 	2474825 	2420738 	2326910 	2249806 	2180964 	2114356 	2050373 	1996123 	1945336 	1909745 	1882043 	1853558 	1827625 	1784671 	1757277 	1720423 	1677585 	1635340 	1586847 	1556605 
NR,T,Y75-79,DK	200867 	193873 	186394 	180164 	173089 	167266 	162633 	159640 	157483 	157496 	156917 	157804 	158572 	160561 	161463 	162751 	165261 	168266 	166560 	165823 	165031 	162321 	158106 	160384 	161938 	164174 	165639 	167724 	168045 	166978 	164143 	161980 	158975 	154939 	151317 	149038 	146779 	144260 	141116 	138607 	134785 	132452 	130038 	127951 	124552 	120889 	117225 	113638 	110059 	107208 	105397 	103383 	102490 	101502 	99112 	97601 	95204 	92694 
NR,T,Y75-79,EA18	13795136 bp	13764571 p	13488945 b	13240740 	12898548 	12672218 	12469665 b	12380310 	12206121 	12179222 	12059654 	11924096 	11678764 	11481856 	11280916 	11162303 	11067735 	10958226 	10416559 	9604550 	8667808 	7787799 	7142457 	7388769 	8007055 	8721585 	9265359 	9573058 	9503544 	9394938 	9205133 	9111874 	8940910 	8761384 	: 	8422568 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,EA19	13914054 bp	13884737 p	13609857 b	13360798 	13017567 	12791463 	12587256 b	12498199 	12324693 	12298460 	12177618 	12040634 	11792580 	11592921 	11386888 	11263477 	11163531 	11050970 	10503056 	9682583 	8737497 	7851969 	7202532 	7449902 	8072452 	8793308 	9341153 	9652703 	9583812 	9480309 	9291486 	9199972 	9029514 	8850666 	: 	8505140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,EE	56572 	55174 	54584 b	52273 	50293 	48649 	48170 	48440 	49400 	50520 	50080 	49350 	47960 	46620 	45140 	43380 	41580 	39050 	35636 	33443 	30279 	27981 	28339 	30244 	31539 	35416 	38562 	40487 	40627 	40593 	39996 	39692 	39143 	38933 	38746 	38455 	37708 	37803 	36968 	36265 	34876 	34099 	32865 	31732 	30614 	30210 	29756 	29110 	29153 	29129 	28329 	28022 	27496 	26888 	26037 	26082 	24956 	24308 
NR,T,Y75-79,EEA30	19585438 bp	19556119 ep	19242574 be	18931753 e	18510208 	18253390 	18027026 b	17952137 	17778192 	17709788 	17505548 	17337971 	17001115 	16777409 	16564263 	16457232 	16349525 	16204846 	15540581 	14398744 	13094678 	11906963 	11007507 	11259133 	12146595 	13177960 	13940784 	14382007 	: 	: 	: 	: 	13537927 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,EEA31	19758349 bp	19731972 ep	19419508 be	19109058 e	18687781 	18430181 	18202517 b	18127295 	17950632 	17878453 	17668803 	17496041 	17152338 	16924172 	16706935 	16597458 	16486221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,T,Y75-79,EFTA	439265 	427087 	417508 	408471 	400636 	398094 	395111 	395203 	393454 	393008 	389128 	388177 	385654 	385560 	387064 	389678 	390412 	393510 	384989 	375704 	366776 	354140 	340304 	342522 	344952 	348041 	350943 	354392 	352005 	349853 	344564 	339848 	334355 	327323 	319911 	314638 	309208 	303212 	296613 	289952 	281088 	272603 	264973 	256518 	249647 	: 	234550 	: 	220001 	213052 	207138 	201421 	198045 	194440 	191610 	188049 	183107 	179496 
NR,T,Y75-79,EL	468764 	484040 	492889 	494181 	492939 	490878 	487574 	480906 	473204 	464348 	453527 	445394 	433157 	414981 	393506 	372148 	352833 	323142 	306052 	303450 	286303 	276548 	276928 	281633 	276447 	295769 	301136 	303587 	296391 	290525 	283869 	276909 	277100 	274168 	268510 	265666 	256728 	251766 	241582 	233398 	218100 	206533 	195399 	184675 	172665 	167221 	161826 	150921 	153174 	159025 	154298 	150165 	146803 	142125 	133047 	135884 	138625 	137886 
NR,T,Y75-79,ES	1534114 	1584129 	1553066 	1652238 	1726105 	1760623 	1743238 	1737789 	1717095 	1682846 	1632501 	1598981 	1550361 	1514052 	1472068 	1448082 	1403666 	1363281 	1298053 	1239184 	1168445 	1113122 	1071155 	1065040 	1055075 	1054884 	1052545 	1050289 	1035512 	1021175 	997809 	977616 	952629 	927700 	903004 	878454 	851127 	832003 	790131 	750986 	708958 	691657 	643345 	640370 	624564 	615350 	585472 	583844 	559729 	544970 	529538 	514931 	501352 	488279 	476032 	464455 	: 	460484 
